value
13432.650391
13201.070313
13347.740234
13506.230469
13584.450195
13667.629883
13873.919922
13989.120117
14032.419922
13984.660156
13893.580078
13803.379883
13696.05957
13845.280273
13826.650391
13843.549805
13779.549805
13703.629883
13385.519531
13269.849609
13366.009766
13138.230469
13422.830078
13274.700195
13284.05957
13327.389648
13175.490234
13119.589844
13248.360352
13100.080078
13073.360352
13246.0
13201.139648
13059.860352
12883.540039
12681.660156
12261.799805
12322.160156
12687.740234
12723.889648
12650.55957
12627.900391
12171.370117
11819.700195
11843.589844
12152.830078
12232.980469
12190.969727
13103.94043
12853.969727
13214.540039
13862.30957
13638.330078
13765.509766
13072.360352
12999.700195
12937.860352
13124.469727
13242.780273
13381.379883
13383.759766
12841.759766
12620.269531
13174.929688
13352.44043
13385.719727
13254.889648
13067.089844
13641.790039
13868.280273
13765.669922
13715.599609
13743.179688
13827.5
13973.030273
13934.320313
14425.459961
14421.639648
14529.410156
14289.049805
14084.849609
14017.790039
14043.919922
13873.019531
14054.030273
13694.269531
13910.669922
13877.769531
14176.830078
14091.19043
14067.700195
13895.790039
13765.919922
13737.769531
13773.889648
13493.349609
13262.139648
13261.839844
13312.349609
13182.0
13174.839844
13277.509766
13430.219727
13226.480469
12840.099609
12823.450195
12846.660156
12790.379883
12697.790039
12574.259766
12674.639648
12962.429688
13044.610352
12896.469727
12978.820313
12828.980469
12679.879883
12969.049805
12751.179688
12817.410156
12629.019531
12607.299805
12306.080078
12239.679688
12300.410156
12005.110352
12407.950195
12355.150391
12343.370117
12128.570313
11892.580078
11908.389648
11609.629883
11883.25
11891.610352
11858.55957
11798.080078
11579.269531
11860.769531
11959.330078
12399.200195
12241.969727
12243.900391
12319.459961
12163.669922
11754.55957
11735.05957
11477.55957
11917.950195
11755.400391
11515.019531
11445.540039
11257.94043
11280.379883
11396.429688
11126.919922
11166.30957
11275.009766
11189.400391
10979.759766
10938.450195
10713.509766
10409.679688
10772.589844
10598.790039
10650.330078
10516.790039
10195.69043
10292.950195
9610.099609
9613.089844
10008.889648
9504.410156
9679.879883
9939.599609
9785.160156
9554.990234
9693.969727
9641.700195
9696.530273
9774.679688
9972.280273
10136.55957
9924.230469
10205.480469
10205.870117
10011.769531
9964.879883
10347.009766
10632.349609
10452.540039
10637.820313
10755.450195
10474.849609
10538.790039
10565.410156
10861.55957
10802.150391
10880.099609
10795.160156
10612.30957
10512.820313
10366.339844
10347.280273
10383.780273
10447.540039
10633.719727
10284.980469
10431.790039
10215.709961
10081.55957
10030.55957
10086.759766
10489.889648
10649.089844
10727.94043
10575.620117
10661.080078
10696.820313
11064.299805
10948.889648
10624.80957
10655.959961
10697.44043
10370.620117
10452.650391
10713.80957
10857.280273
10796.889648
10571.009766
10473.910156
10801.519531
10433.450195
10511.650391
10323.349609
10432.169922
10471.929688
10434.519531
10335.450195
10254.80957
10192.570313
10457.610352
10542.620117
10871.490234
10942.360352
10695.599609
10663.980469
10538.429688
10441.589844
10208.049805
10177.580078
10128.179688
10293.320313
10280.25
10050.980469
10040.910156
10074.049805
10144.139648
10220.849609
10026.030273
9919.480469
9997.799805
9791.429688
9631.929688
9475.599609
9420.849609
9583.269531
9686.05957
9877.990234
9968.349609
10081.089844
10048.099609
10093.25
9847.160156
9834.129883
10295.419922
10356.780273
10296.469727
10202.629883
10573.089844
10587.830078
10812.0
11450.219727
11348.450195
11358.530273
11648.339844
11885.790039
11919.299805
11607.330078
11415.30957
11568.820313
11648.009766
11498.379883
11792.820313
11526.780273
11345.080078
11261.089844
11207.919922
11323.679688
11333.110352
11024.94043
11028.700195
11204.490234
11400.709961
11379.200195
11335.490234
11352.889648
11114.490234
11218.580078
11147.269531
10962.980469
11137.299805
11346.660156
11543.709961
11575.730469
11512.009766
11721.639648
11736.830078
11672.879883
11648.719727
11541.389648
11492.540039
11552.790039
11551.009766
11316.040039
11520.75
11633.299805
11531.110352
11336.950195
11356.19043
11642.969727
11738.69043
11847.320313
11856.540039
11801.160156
11961.980469
11979.849609
11976.280273
11976.349609
11936.080078
11853.0
11770.030273
11763.700195
11901.389648
11653.070313
11663.870117
11574.94043
11438.530273
11370.209961
11449.44043
11327.05957
11144.839844
10920.629883
10664.110352
10839.929688
10476.179688
10612.980469
10354.349609
10471.320313
10496.669922
10074.55957
10261.599609
10621.839844
10595.44043
10622.320313
10812.299805
10632.80957
10826.089844
10769.200195
10960.25
10752.660156
10485.740234
10601.450195
10375.150391
10250.419922
10296.019531
10498.259766
10202.360352
10189.009766
10215.629883
9947.719727
9929.910156
9591.030273
9666.669922
10003.719727
9877.94043
9793.509766
9709.660156
9704.929688
9501.019531
9834.400391
9799.570313
9999.790039
9747.820313
9688.610352
9638.410156
9795.570313
9788.129883
9599.099609
9620.69043
9642.610352
9814.019531
9867.450195
10067.740234
9907.299805
9766.730469
9620.139648
9619.299805
9521.629883
9217.040039
9075.089844
9222.120117
9129.070313
9306.259766
9309.30957
9400.080078
9415.230469
9241.929688
9543.94043
9472.05957
9669.620117
9481.080078
9321.639648
9165.410156
9320.919922
9530.44043
9383.290039
9162.259766
9049.330078
8936.429688
9027.549805
8688.0
8708.900391
8539.339844
8439.620117
8529.610352
8836.730469
8884.870117
8959.879883
9086.129883
8978.410156
8689.389648
8714.519531
8614.299805
8726.290039
8757.509766
8708.759766
8756.589844
8640.480469
8685.719727
8937.55957
8953.290039
8920.44043
8690.769531
8460.370117
8464.769531
8438.519531
8303.389648
8503.589844
8346.009766
8365.259766
8459.620117
8668.05957
8772.55957
8944.44043
8823.990234
8875.879883
9176.780273
9215.55957
9174.469727
9205.110352
9006.730469
8917.570313
8863.259766
8828.049805
8804.519531
8727.660156
8708.69043
8516.070313
8450.94043
8510.730469
8344.009766
8387.570313
8406.879883
8512.370117
8501.139648
8700.099609
8714.049805
8578.950195
8713.330078
8656.5
8517.799805
8497.929688
8470.450195
8553.05957
8611.75
8609.169922
8690.25
8558.820313
8708.580078
8611.040039
8790.919922
8731.650391
8609.469727
8525.389648
8331.080078
8316.80957
8339.94043
8500.790039
8484.900391
8549.849609
8484.19043
8448.160156
8484.929688
8664.169922
8599.660156
8701.919922
8771.889648
8692.969727
8678.44043
8650.919922
8513.540039
8564.950195
8360.490234
8356.80957
8359.379883
8363.040039
8490.400391
8480.219727
8472.620117
8369.150391
8144.120117
8042.259766
7862.430176
7943.040039
7868.560059
8002.689941
7871.640137
7954.459961
8051.040039
8195.049805
8435.070313
8238.759766
8351.919922
8368.669922
8280.160156
7972.709961
7986.720215
8069.850098
8017.75
8074.120117
8249.980469
8131.410156
8057.609863
7980.120117
7816.490234
7752.100098
7838.830078
7879.490234
7821.899902
7874.509766
7969.080078
7790.459961
7793.379883
7854.569824
7699.5
7607.879883
7831.419922
7863.290039
7907.189941
8083.560059
