value
1.5
1.805556
1.638889
1.777778
1.75
1.777778
1.791667
1.611111
1.75
1.791667
1.777778
1.763889
1.777778
1.736111
1.861111
1.913194
1.861111
1.861111
1.916667
1.875
2.013889
1.638889
1.638889
1.579861
1.777778
1.805556
1.777778
1.888889
1.930556
1.916667
1.777778
1.777778
1.666667
1.611111
1.611111
1.638889
1.777778
1.722222
1.75
1.722222
1.729167
1.541667
1.5
1.555556
1.666667
1.666667
1.638889
1.555556
1.430556
1.263889
1.3125
1.333333
1.319444
1.194444
1.111111
1.083333
0.902778
0.944444
0.993056
1.0
0.972222
0.866667
0.8
0.744444
0.824444
0.9
0.988889
1.1
1.128889
1.166667
1.311111
1.54
1.377778
1.468889
1.444444
1.466667
1.333333
1.222222
1.322222
1.317778
1.433333
1.377778
1.144444
1.26
1.342222
1.344444
1.355556
1.386667
1.4
1.386667
1.393333
1.393333
1.408889
1.397778
1.395556
1.4
1.368889
1.433333
1.555556
1.824444
1.777778
1.768889
1.782222
1.955556
2.4
2.484444
2.511111
2.466667
2.455556
2.426667
2.455556
2.675556
2.664444
2.342222
2.355556
2.5
2.915556
2.984444
3.002222
2.955556
3.06
2.966667
2.935556
3.1
3.057778
2.888889
2.933333
3.071111
2.988889
3.013333
2.888889
2.724444
2.728889
2.733333
2.393333
2.433333
2.453333
2.011111
2.02
2.042222
2.044444
2.066667
1.977778
1.955556
1.991111
2.008889
2.031111
2.022222
2.024444
2.066667
2.155556
2.024444
2.044444
2.042222
2.011111
2.075556
2.035556
2.026667
2.044444
2.064444
2.055556
2.042222
2.024444
2.0
2.022222
1.844444
1.668889
1.511111
1.433333
1.455556
1.453333
1.311111
1.197778
1.2
1.244444
1.235556
1.388889
1.386667
1.44
1.433333
1.484444
1.777778
1.766667
1.78
1.777778
1.811111
1.984444
2.011111
2.06
2.093333
2.011111
2.002222
1.982222
1.995556
1.988889
2.0
2.02
2.08
2.222222
2.002222
2.044444
1.946667
1.924444
1.855556
1.933333
1.915556
1.922222
2.057778
2.108889
2.193333
2.1
1.935556
2.0
2.02
2.011111
2.0
2.0
2.028889
2.033333
2.008889
2.122222
2.124444
2.086667
2.088889
2.122222
2.182222
2.162222
2.135556
2.122222
2.077778
2.108889
2.097778
2.122222
2.102222
2.046667
2.011111
2.14
2.055556
2.131111
2.255556
2.228889
2.228889
2.166667
2.044444
2.011111
1.971111
2.0
2.0
1.995556
1.955556
2.035556
1.993333
1.955556
1.933333
1.864444
1.942222
1.977778
1.942222
1.955556
1.955556
1.942222
1.893333
2.055556
2.253333
2.226667
2.224444
2.2
2.128889
2.011111
1.911111
2.044444
2.188889
2.133333
1.986667
2.0
1.991111
1.917778
2.066667
2.035556
2.077778
2.026667
2.044444
2.022222
2.035556
2.111111
2.066667
2.044444
2.031111
2.024444
2.06
2.055556
2.091111
2.1
2.133333
2.188889
2.2
2.222222
2.186667
2.162222
2.088889
2.062222
2.088889
2.077778
2.055556
2.033333
2.088889
2.046667
2.055556
2.044444
2.033333
2.055556
2.133333
2.188889
2.235556
2.231111
2.211111
2.211111
2.144444
2.266667
2.422222
2.328889
2.277778
2.242222
2.255556
2.222222
2.222222
2.237778
2.133333
1.995556
2.086667
1.944444
1.911111
1.986667
1.991111
2.0
2.033333
1.995556
1.988889
1.988889
2.002222
2.042222
2.0
2.044444
2.033333
2.053333
2.095556
2.033333
2.024444
2.0
1.966667
1.975556
1.944444
1.897778
1.76
1.822222
1.842222
1.9
1.886667
1.833333
1.833333
1.866667
1.933333
1.855556
1.88
1.888889
1.882222
1.815556
1.764444
1.746667
1.8
1.702222
1.755556
1.753333
1.766667
1.711111
1.64
1.56
1.733333
1.535556
1.475556
1.428889
1.28
1.34
1.377778
1.433333
1.386667
1.551111
1.555556
1.557778
1.671111
1.642222
1.775556
1.764444
1.784444
1.766667
1.737778
1.666667
1.733333
1.668889
1.764444
1.777778
1.671111
1.735556
1.657778
1.78
1.846667
1.655556
1.611111
1.704444
1.64
1.644444
1.722222
1.675556
1.695556
1.688889
1.688889
1.673333
1.731111
1.8
1.733333
1.728889
1.744444
1.777778
1.695556
1.677778
1.666667
1.693333
1.755556
1.673333
1.775556
1.666667
1.684444
1.657778
1.624444
1.626667
1.64
1.524444
1.351111
1.655556
1.622222
1.691111
1.631111
1.657778
1.706667
1.717778
1.72
1.806667
1.748889
1.577778
1.535556
1.471111
1.451111
1.488889
1.493333
1.488889
1.488889
1.48
1.44
1.448889
1.424444
1.482222
1.466667
1.553333
1.535556
1.5
1.513333
1.531111
1.577778
1.6
1.655556
1.582222
1.637778
1.622222
1.642222
1.622222
1.602222
1.602222
1.6
1.508889
1.515556
1.528889
1.522222
1.446667
1.477778
1.466667
1.384444
1.377778
1.377778
1.455556
1.444444
1.417778
1.402222
1.368889
1.368889
1.355556
1.355556
1.355556
1.324444
1.286667
1.3
1.337778
1.297778
1.326667
1.286667
1.437778
1.444444
1.493333
1.455556
1.5
1.466667
1.355556
1.362222
1.357778
1.433333
1.424444
1.291111
1.333333
1.304444
1.288889
1.306667
1.333333
1.186667
1.066667
1.033333
1.046667
1.033333
1.024444
1.0
0.982222
0.926667
0.935556
0.886667
0.871111
0.835556
0.977778
1.046667
1.104444
0.982222
0.931111
1.066667
1.126667
1.071111
1.024444
0.964444
1.051111
1.068889
1.16
1.168889
1.224444
1.204444
1.257778
1.282222
1.284444
1.5
1.435556
1.515556
1.548889
1.522222
1.473333
1.517778
1.5
1.484444
1.366667
1.411111
1.384444
1.368889
1.313333
1.217778
1.22
1.295556
1.344444
1.335556
1.362222
1.411111
1.371111
1.371111
1.377778
1.366667
1.366667
1.386667
1.375556
1.382222
1.411111
1.411111
1.393333
1.402222
1.488889
1.56
1.611111
1.513333
1.582222
1.833333
1.895556
1.913333
1.942222
1.931111
1.946667
1.891111
1.908889
1.953333
2.022222
1.922222
1.875556
1.86
1.886667
1.846667
1.797778
1.7
1.764444
1.806667
1.808889
1.8
1.733333
1.711111
1.702222
1.862222
1.746667
1.664444
1.626667
1.683333
1.666667
1.563333
